0X05FF5D 0X6F
0X05FF5E 0X3E
0X05FF5F 0XC7
0X05FF60 0XB5
0X05FF61 0XDD
0X05FF62 0X44
0X05FF63 0X42
0X05FF64 0XA8
0X05FF65 0X58
0X05FF66 0XE0
0X05FF67 0X61
0X05FF68 0X81
0X05FF69 0XE9
0X05FF6A 0X5B
0X05FF6B 0X59
0X05FF6C 0XE6
0X05FF6D 0X79
0X05FF6E 0X7D
0X05FF6F 0X71
0X05FF70 0X32
0X05FF71 0XAE
0X05FF72 0XD4
0X05FF73 0X48
0X05FF74 0X07
0X05FF75 0X24
0X05FF76 0XC4
0X05FF77 0XAE
0X05FF78 0XC7
0X05FF79 0XEE
0X05FF7A 0X93
0X05FF7B 0X43
0X05FF7C 0XDB
0X05FF7D 0X80
0X05FF7E 0X88
0X05FF7F 0X32
0X05FF80 0X2F
0X05FF81 0XB0
0X05FF82 0X11
0X05FF83 0XC7
0X05FF84 0X85
0X05FF85 0X14
0X05FF86 0X08
0X05FF87 0XC7
0X05FF88 0X26
0X05FF89 0X43
0X05FF8A 0X8C
0X05FF8B 0X00
0X05FF8C 0X99
0X05FF8D 0X70
0X05FF8E 0X77
0X05FF8F 0X92
0X05FF90 0XC7
0X05FF91 0X16
0X05FF92 0X04
0X05FF93 0X01
0X05FF94 0XD9
0X05FF95 0X56
0X05FF96 0X29
0X05FF97 0XE5
0X05FF98 0XC7
0X05FF99 0XFB
0X05FF9A 0X9E
0X05FF9B 0X53
0X05FF9C 0X3A
0X05FF9D 0X1E
0X05FF9E 0XCC
0X05FF9F 0X02
0X05FFA0 0X5F
0X05FFA1 0X44
0X05FFA2 0XF4
0X05FFA3 0X50
0X05FFA4 0X02
0X05FFA5 0X6A
0X05FFA6 0X37
0X05FFA7 0X49
0X05FFA8 0X81
0X05FFA9 0X7E
0X05FFAA 0XD3
0X05FFAB 0XE3
0X05FFAC 0XD4
0X05FFAD 0X14
0X05FFAE 0XD8
0X05FFAF 0X82
0X05FFB0 0X9C
0X05FFB1 0XF3
0X05FFB2 0X1A
0X05FFB3 0X5B
0X05FFB4 0XB9
0X05FFB5 0X10
0X05FFB6 0XC2
0X05FFB7 0X8D
0X05FFB8 0X9F
0X05FFB9 0X9F
0X05FFBA 0XB7
0X05FFBB 0XD3
0X05FFBC 0X4C
0X05FFBD 0XA0
0X05FFBE 0X62
0X05FFBF 0XF6
0X05FFC0 0XC7
0X05FFC1 0X9D
0X05FFC2 0X0C
0X05FFC3 0X68
0X05FFC4 0XAA
0X05FFC5 0X82
0X05FFC6 0XC7
0X05FFC7 0X0C
0X05FFC8 0XE3
0X05FFC9 0XD9
0X05FFCA 0X41
0X05FFCB 0X4E
0X05FFCC 0X15
0X05FFCD 0X6D
0X05FFCE 0X18
0X05FFCF 0X11
0X05FFD0 0X05
0X05FFD1 0X7F
0X05FFD2 0X28
0X05FFD3 0X3C
0X05FFD4 0X1E
0X05FFD5 0X29
0X05FFD6 0XE5
0X05FFD7 0X87
0X05FFD8 0X54
0X05FFD9 0XD7
0X05FFDA 0X17
0X05FFDB 0XB8
0X05FFDC 0X53
0X05FFDD 0X9C
0X05FFDE 0XF2
0X05FFDF 0X0F
0X05FFE0 0XC7
0X05FFE1 0X52
0X05FFE2 0X8A
0X05FFE3 0X96
0X05FFE4 0XBA
0X05FFE5 0XAE
0X05FFE6 0XF5
0X05FFE7 0X8E
0X05FFE8 0XC8
0X05FFE9 0X00
0X05FFEA 0X33
0X05FFEB 0X41
0X05FFEC 0X6D
0X05FFED 0XC7
0X05FFEE 0X37
0X05FFEF 0X50
0X05FFF0 0XE4
0X05FFF1 0XAE
0X05FFF2 0X5D
0X05FFF3 0X86
0X05FFF4 0XC7
0X05FFF5 0XF6
0X05FFF6 0XA9
0X05FFF7 0X71
0X05FFF8 0X8F
0X05FFF9 0XDF
0X05FFFA 0X11
0X05FFFB 0XF8
0X05FFFC 0XD0
0X05FFFD 0XC1
0X05FFFE 0X8B
0X05FFFF 0X07
